trend,rsi,uosc,adx,cci,ema12,macd
0,53.2277593774387,46.20151007460247,33.02552287800533,48.3424793812779,-0.18069186731273032,0.17680580276180655
1,53.2277593774387,48.28803637742706,32.20576164798465,55.79084429824564,-0.22489331800318196,0.15887434031509623
1,48.986795275815645,39.776153250774875,31.322941861808538,6.23440673049032,-0.26461190308195603,0.12024901048335601
0,49.12780780613424,37.36241905019854,30.497790944327544,8.88658068611332,-0.29467415570279504,0.14201576287439127
1,51.418474663030125,57.0305493260041,29.58706317756835,21.654604796367245,-0.33017809642139284,0.16609756901354322
1,51.37637028711035,37.838577613703436,28.599419672007574,18.473429951690857,-0.3717024886747787,0.14452069898418723
0,49.3802463051933,37.54948305892757,27.535803589095973,-3.590168461750885,-0.40783266342082547,0.10443336135757886
0,49.10307455635146,23.000287953199898,26.44118896141094,-17.297806280857124,-0.43394100376022016,0.08756443029861416
0,48.880289607900664,30.446216035351625,25.32926994797588,-26.258743946498555,-0.4558321113348737,0.06676638890243941
1,48.46132935560236,27.607669641982792,24.160257515283085,-2.9871053526701288,-0.4725237085604836,0.04073933740430008
1,49.52930075431629,28.295540581018447,22.90132104930623,-1.9308569326958638,-0.4827085429115586,0.014898323692061344
0,40.20883848556017,20.740048392048283,21.624709866821373,-155.55555555555551,-0.48643312383457393,-0.0551728473607237
1,50.17483958966833,23.368235301721427,20.775683594689472,0.13160368490316277,-0.472639911994393,0.1084307224037327
0,49.20053988602843,24.95134754761678,18.691097327774003,300.21865697199604,-0.49974759259532614,0.06180424701044879
0,49.272113073092186,46.58239817656779,16.446158271095804,24.607046070460708,-0.5151986543479383,0.014968343775313198
1,37.597332308736384,44.434183776923284,17.67230266415329,-155.55555555555554,-0.5189407402917666,-0.055550673802345796
1,47.30531756923835,46.02636185635819,17.26227017078026,4.295764107169569,-0.5050530718411802,0.12617008800282947
0,47.562547866058004,46.82358667938911,18.40173853431221,14.898856640281489,-0.5365955938418876,0.1420547589312664
0,49.52123724022204,48.51755347059292,19.649894624394246,37.427103181476966,-0.5721092835747041,0.15721302180326702
0,50.46560518359651,50.38621338420462,20.987505846386494,53.241019466185,-0.611412539025521,0.12871565986840916
1,48.972731195872115,57.47974211414611,22.35444778181923,34.20992322676752,-0.6435914539926232,0.05795919597826227
0,48.5559812206289,52.6874430115119,23.84421240953602,12.043525323306527,-0.6580812529871888,-0.011724783015669593
1,35.53335483339809,39.27750931517046,25.6117321625974,-155.5555555555557,-0.6551500572332714,-0.10114969487850045
0,46.45248230822905,49.89024009820791,25.479307833710088,7.641233400855268,-0.6298626335136462,0.07249344378085054
1,46.679781682545915,49.23394557896454,27.04908105031396,12.739186696401523,-0.6479859944588588,0.05430445619497859
1,48.07785413928875,51.21698790029098,28.79153389911674,18.588010812529742,-0.6615621085076036,0.025077267766068223
0,48.07785413928875,50.45009065245638,30.78072056938856,13.145539906103256,-0.6678314254491207,-0.04660985095310877
1,29.231020831119835,27.562933559613505,32.922921598912055,-232.98033282904697,-0.6561789627108434,-0.14737120027791195
1,43.42367823845461,72.4504017061985,32.01077194198577,-35.73221757322177,-0.6193361626413654,0.04973865950746248
1,43.85620618707698,50.21585482776049,33.06052821020866,-27.757318751627505,-0.631770827518231,0.04324886482646906
0,45.10783668913599,50.63867221255004,34.35319612058587,-11.672195601425239,-0.6425830437248483,0.03133963574566234
1,45.56787057341092,49.33890644598887,35.93230076147527,-18.499633406652045,-0.6504179526612639,-0.002317286823263709
0,44.98171525809886,48.17486428952082,37.621058271461166,-24.443792957425302,-0.6498386309554479,-0.0545063972579406
1,44.8591878224234,48.65008520623652,39.58376039117208,-33.08474798024406,-0.6362120316409627,-0.11459719923052258
0,44.802114380938455,48.31049917379788,41.656229669276804,-43.72247060771658,-0.6075627318333321,-0.1895944925272659
1,17.53826913906802,24.6855793647049,43.88811966108189,-402.0878140901227,-0.5601641087015157,-0.2835368131763043
0,32.88311533909738,47.36407388334321,41.40631011641267,-267.1339563862936,-0.48927990540743965,-0.05130114061959451
1,35.79091096195524,49.513384550629894,40.46921539729575,-233.6812211572595,-0.47645462025254104,-0.02573587811000544
1,42.823561133168894,59.59213962261399,39.718787557192535,66.78867740361152,-0.4700206507250397,-0.011501323187741719
1,40.172541050488206,61.61467130685387,40.37959613955991,-23.892519970951366,-0.46714531992810426,-0.05226487224824583
0,36.81194271207387,49.79739816227168,39.61095645817492,-73.27147766323019,-0.45407910186604283,-0.08882608609869713
0,37.274854277526195,59.680385626420865,37.912852826768805,-77.89984305892432,-0.43187258034136855,-0.11174214496833779
1,38.257655396594295,42.60599425265937,36.084125839100686,-60.221300138312614,-0.4039370440992841,-0.13776709468985626
0,37.42196484349921,39.048634691683695,34.706927138250556,-69.96840136712454,-0.36949527042682007,-0.17309093227550154
0,37.89828310008763,49.280064498461115,33.17851322428821,-73.98089525713657,-0.3262225373579447,-0.2034882457906223
1,37.40507085427664,43.65313250372257,31.53252900925184,-82.54530661522512,-0.27535047591028916,-0.236330796707507
1,37.47416121976045,45.26499717354753,29.783115533835147,-92.27539882451714,-0.21626777673341238,-0.26088592029612256
0,38.80530009499552,45.99073323771103,27.788429318178114,-94.4918541505042,-0.15104629665938174,-0.2761154228443423
0,35.731520002156515,48.52016638730531,25.690206523570673,-121.37883008356535,-0.08201744094829613,-0.29548671132061166
0,37.99238474712427,46.34522918116498,23.43058197553189,-134.33573036972464,-0.008145763118143218,-0.2709590338471428
1,40.70731335397962,45.363337129981936,21.161791932911523,-143.77155172413762,0.05959399534364247,-0.24671845449281077
1,40.70731335397962,46.36157821023481,18.895832692063156,-174.84220018034245,0.12127360896684518,-0.2310395357158173
0,42.51613165298334,46.22826794693834,16.880119703738444,-199.11561344267537,0.1790334928957995,-0.18846520662853572
1,44.28016623743833,50.27245003248494,14.860682911300852,-243.44962021912988,0.22614979455293344,-0.13690865147247094
1,52.008977637443785,56.70417633853556,12.68590482713729,-99.86282578875112,0.26037695742105116,-0.07500051190745649
0,46.821655777228706,46.19978045511115,11.267584397444669,-105.55555555555513,0.27912708539791525,-0.0837070567135027
1,53.420763738652134,50.408308355429654,10.135883195994586,26.787280701754803,0.30005384957629094,-0.028475211516535814
1,55.22773404432378,48.36967011563019,10.324247035153231,82.61634415480565,0.3071726524554249,-0.023792714982919905
1,49.697924284956066,44.30851973172561,10.736804622747558,-53.15110098709134,0.31312083120115486,-0.03916367065961279
1,57.629141164702546,55.419842642471686,11.158895983309339,53.45584481878543,0.32291174886605806,0.006306417693905109
0,56.55615556889272,45.40092844779459,11.632113671547254,67.08074534161513,0.32133514444258177,-0.011899739896342909
1,52.65998093714709,48.36642422029917,12.159143521211027,60.10471204188508,0.3243100794166675,-0.030371006088618147
0,53.47796871254658,52.65354101473091,13.015144719676146,83.4080717488794,0.33190283093882206,-0.012127279614033648
1,51.128237537421086,59.341448971730046,13.781470395922936,-8.211731044348785,0.3349346508423305,0.004002724379026212
1,58.96354584539068,66.73127653198111,13.466374264071348,129.8706032440315,0.33393396974757394,0.05507631706218408
1,58.617142450947135,68.04238693894398,14.316450196401714,87.1436881908086,0.3201648904820279,0.04055285385605678
1,49.99383528744562,65.48650523573478,15.334622098391927,27.30934600588369,0.3100266770180137,0.014423600465853892
1,61.988216158963475,76.55563070546589,16.189900890463587,84.39716312056743,0.30642077690155023,0.07901974794316857
1,53.74433752954436,69.93627504039911,17.11097035884845,38.01012809055708,0.2866658399157581,0.059014011199069016
1,64.5235519117598,68.6638742545018,17.913475572706,111.6342236306022,0.27191233711599083,0.1075903653310133
1,62.81599362148052,71.74638734090763,17.70927837453808,99.04385097263449,0.2450147457832375,0.09781090214669835
0,63.12949577906879,65.93766824557235,17.79325895269323,103.30138445154438,0.22056202024656293,0.08879108685715295
1,60.66880811064388,60.744008275327744,17.883699575321852,91.83884297520686,0.1983642485322747,0.06172967944992075
1,61.08945382199844,59.3729349960986,18.492578442894892,112.19096334185856,0.1829318286697945,0.03799719900846513
1,58.97650507474215,57.48977089143585,19.14829414643509,139.124192390524,0.1734325289176782,-0.008760214393580407
1,50.56332970722468,56.5185749675981,19.85444951947838,25.123228589032838,0.17562258251607332,-0.060713160992729165
1,55.52376873842286,63.525165777664604,21.245593586924592,-94.89788053949891,0.1908008727642556,-0.05860568080221351
1,42.04788743235199,55.55218237469578,22.258484763488124,-196.9789545145962,0.205452292964809,-0.09180792043500391
0,50.72913758147153,58.10417417696657,20.74164258494174,-56.250000000000234,0.22840427307355995,-0.04132686458315274
1,52.08304109765008,57.003003508367435,19.611867824641898,-86.80371352785146,0.23873598921934813,-0.020725177135450634
1,47.53203040214168,56.644270349860115,17.41507086488989,-233.41729638958864,0.2439172835032108,0.0022592791733400674
0,58.15634708830043,52.04571905896803,15.0492895236185,10.403662089055462,0.24335246370987576,0.06370217972054779
0,67.87149380160412,53.68556602514135,15.584014744877333,118.0633147113592,0.2274269187797388,0.09380949836300273
0,68.40201957740221,52.71605084296789,16.114504673475327,122.50537304267716,0.20397454418898814,0.08996317078812727
0,63.65335829461694,52.988876960792766,16.529646485501917,109.56452348381227,0.1814837514919563,0.07129907141227362
1,58.13580780926271,53.28290817387137,16.939634133367647,62.394784216416134,0.1636589836388879,0.06957293595916134
0,58.13580780926271,61.2050653804036,17.978073157459487,41.20158584934439,0.14626574964909755,0.09323782544400183
1,60.22238373978392,68.41559736249722,18.119508476482363,63.08336945528111,0.1229562932880971,0.12106850645369349
1,64.52320852064273,60.23729380102694,19.294171995332555,86.95759980163658,0.09268916667467372,0.14439327180429232
1,65.00216320419912,54.62792093522134,20.36097930764272,97.89532823371795,0.05659084872360063,0.14985486772930304
0,64.88113005795788,51.28208803805151,21.509848720899818,132.0378821335688,0.01912713179127487,0.14317577630904935
1,59.999978925853995,49.23730469178879,21.50187858966027,116.24548736462087,-0.016666812285987473,0.12128485724392295
1,63.676540320295,48.40503774031682,22.043230236323634,156.12645676389172,-0.04698802659696821,0.11514840194468445
0,66.34107176291482,48.82732131139396,22.40130284184587,202.4552975713904,-0.07577512708313933,0.07910174412330001
1,52.498117170904415,38.66070647010159,22.786919493946737,90.79365079365073,-0.09555056311396433,0.003859159666442749
1,48.09300245289864,45.257139813388584,23.202198965439983,25.48625083836344,-0.09651535303057501,-0.023483539789259766
0,43.73222452741627,42.5282630633607,23.67161695392469,-52.06718346253225,-0.09064446808326007,-0.04337600000349376
1,46.9906864101196,49.75205914767322,23.664568088697113,-30.76994262446793,-0.07980046808238662,-0.051839967445609245
0,34.53497900313751,42.77248994220591,24.987614883013947,-116.63311283673701,-0.06684047622098431,-0.0761383114152442
1,37.31020083384007,46.14440976222171,26.052150458488395,-150.10114632501734,-0.04780589836717326,-0.06276505813976445
0,38.458094275255135,46.804013976599634,25.003987982736785,-128.5538208709946,-0.032114633832232155,-0.050756567938672635
1,41.20481197692827,51.79405776640229,24.214275526121558,-179.67557251908474,-0.019425491847563994,-0.032994441852681564
1,39.188309959358065,46.955359230651865,22.271567273984942,-234.92260061919512,-0.011176881384393605,-0.015868234760934623
0,57.88715027715391,59.37714150375483,20.66669254994548,51.20370370370301,-0.0072098226941599486,0.020072857190131653
1,49.35365435936778,49.96611165299664,19.24485315070282,91.68218497827408,-0.012228036991692863,0.003550375986254432
1,51.13544192941575,54.25598924002749,19.61772515742803,96.17117117117043,-0.013115630988256471,0.004561339157460325
1,50.471287681587015,51.72053182045588,18.99921674087215,16.340542396156156,-0.014255965777621553,0.0008926548472716275
1,52.457468955315925,47.07233659205164,17.933109872811496,103.30422872795789,-0.01447912948943946,-0.0027914994780820577
0,47.32451865044667,48.60663591994779,17.774327804963935,-26.123188405797578,-0.013781254619918946,-0.014334414766427963
1,50.82779198889709,50.752799886335275,17.603331731897327,4.057971014492077,-0.010197650928311956,-0.015060369401534298
1,51.147412112268064,45.12592002997997,18.38804734393614,9.813874788494141,-0.006432558577928381,-0.02601067302409518
1,44.319810237726834,43.10245248816321,19.625504500071646,-99.25373134328383,7.010967809541364e-05,-0.042230563935122936
1,39.04623417962525,40.317343062183525,20.443524024542004,-125.55256869772967,0.01062775066187615,-0.04319585340937059
0,43.40933114821613,47.96254268132071,21.324468127817777,-109.98348199537494,0.0214267140142188,-0.027023224795036153
1,51.80886376644245,58.383893005915574,20.566151663386414,-58.97739221871752,0.028182520212977836,-0.015562977090425634
1,48.86904020187601,44.945348091755434,19.74950316322956,-49.492114407912176,0.032073264485584244,-0.021841515008149362
1,46.99237061143909,51.08892809077261,19.99727878739189,-46.96911932901277,0.03753364323762158,-0.022352957641445334
0,49.70268071433632,52.06952593253676,20.26411407495132,-43.91435011269705,0.04312188264798292,-0.016754455832555887
1,46.85653719688326,52.68707482994667,20.459098545004622,-42.83821226358261,0.04731049660612189,-0.015193700842712689
1,47.16632859789228,53.547447763408606,21.05457988683585,-51.30972456436179,0.05110892181680006,-0.0039755394436157415
1,48.97016567293506,56.61467233453118,20.988608725704683,-38.80149812734075,0.05210280667770399,0.012493442497437737
1,48.666335028546314,55.18826474533795,20.917562859871122,-30.27622137029381,0.04897944605334456,0.030857098579201853
0,58.732468406309835,51.713068707958406,20.84105192743498,44.36800587048277,0.0412651714085441,0.05788045514043486
0,57.95090251965814,43.695131704005874,21.351281648583967,88.6124930901051,0.02679505762343538,0.06399022436725975
0,62.33591408438242,48.345106110129514,21.789775691149618,118.66096866096862,0.010797501531620443,0.07105097293936465
1,59.23279146599744,48.68131868133178,22.330354995773547,134.30648164834503,-0.006965241703220718,0.06399839494765175
0,65.38985799375413,53.15007390871648,23.04335950813381,221.83244523386628,-0.022964840440133655,0.0607314105445715
1,61.4348138678651,53.87730713285465,22.72332707184027,283.72600349040164,-0.03814769307627653,0.0344828560441497
1,47.73243781554433,44.9364236589837,22.378676755831844,159.8920863309348,-0.04676840708731395,0.007584426212256808
1,46.03683599730226,57.98342859144915,22.27100593183829,23.344241857565983,-0.04866451364037815,0.007478774345800125
1,52.79606981841927,64.04170738860752,22.662440555931113,91.150570232424,-0.050534207226828186,0.011465288848346154
0,50.824192451117334,65.5612609670362,24.09724477901958,30.126834829699753,-0.053400529438914726,0.00029262856975521834
0,45.308355925578084,63.52097676361345,25.642418557730235,-66.66666666666657,-0.05347368658135353,-0.011689673381446566
0,47.199112807989685,65.61167075424902,26.295241110865952,-76.32850241545901,-0.05055126823599189,-0.01581504700686874
1,31.891748075655435,58.66729846301276,26.23332417796464,-177.97443461160321,-0.0465975064842747,-0.025429798003421086
1,38.72106799254358,65.99722920373249,26.166644404070922,-173.85620915032806,-0.040240056983419425,-0.008437785711500279
1,43.758588646566174,68.79260037350559,24.889117219851432,-86.66666666666687,-0.038130610555544356,0.0006177586244218297
0,48.55809160097062,68.20638129695755,23.513318713768903,-5.109489051095691,-0.03828505021164982,0.004368427974408028
1,42.72478203600348,67.9824029598106,23.220718617974036,-26.12942612942636,-0.039377157205251825,0.0013803281007417484
1,44.82239728654995,71.41026466874598,23.32431931115266,-24.37810945273641,-0.039722239230437266,0.006233899965952132
1,45.86793692799989,74.15898892761933,23.167653128411114,27.860696517412674,-0.0412807142219253,0.009961223288009684
1,45.27526492569294,67.15409255218174,24.197428124387937,-30.555555555555305,-0.04377102004392772,0.013638960847341376
1,53.42206546494879,70.75095367023408,24.910993254697306,59.50334288443174,-0.047180760255763066,0.020020762064955566
0,50.674877885827705,63.93685585934522,25.77569636532493,67.61363636363649,-0.05218595077200196,0.01394171042043603
1,51.809878161550216,58.91669516971111,27.521400177852666,63.31768388106403,-0.05567137837711097,0.008926803345472321
1,51.30348661813689,58.1961793519777,29.04763291685305,60.86956521739143,-0.05790307921347905,-0.0010474564457191166
1,50.82364259096295,59.084375174932134,30.99817527735544,12.853470437017636,-0.057641215102049274,-0.015012920694009564
1,33.06171352202658,54.51571566457984,32.52704313991606,-89.0235690235693,-0.053887984928546885,-0.03418195852152669
1,35.52696026829654,61.852226720672974,33.564017655303935,-115.19453207150377,-0.04534249529816521,-0.031595334380121784
0,34.77426693248734,63.618826541820184,32.596706100526845,-114.97584541062817,-0.03744366170313476,-0.030275537965659932
1,36.767166472014,67.08645047074917,31.618483856954185,-113.37513061650974,-0.02987477721171978,-0.024074909977050356
1,42.150577088335154,64.513777801905,30.88727460484002,-98.58012170385432,-0.023856049717457188,-0.01682491881951704
1,42.63361765121125,65.419981156162,30.301736480102225,-124.41421012849605,-0.01964982001257793,-0.015721897175566983
0,42.63361765121125,52.2468266854623,29.67115696115383,-118.81188118811933,-0.015719345718686183,-0.013379520225125875
1,43.9360432013697,56.886925979661605,29.532439703927384,-82.50259605399832,-0.012374465662404712,-0.008294704824911823
1,45.21877186874595,53.92196878753407,30.48075809171736,-82.05912334352703,-0.010300789456176756,-0.0023629272595783023
0,44.71921826539951,53.583300920656995,31.225587537406007,-76.75885492479313,-0.00971005764128218,0.004393865073457728
0,44.719218265399505,48.63132632653011,32.027711555839936,-69.62639495390532,-0.010808523909646612,0.01596595223707577
0,52.09186403885436,52.45701368844088,33.056982968727205,26.028547439127077,-0.014800011968915555,0.03325057200879721
0,50.83748934157442,53.30682475421115,34.4114338591305,40.48234280792385,-0.02311265497111486,0.039934440432491884
0,63.75453388232762,57.281564834929654,36.57144722866224,161.55202821869494,-0.03309626507923783,0.050649006835522016
1,58.23657420671764,52.090823960762556,39.178737606425656,204.14078674948388,-0.04575851678811834,0.03853436651708372
1,55.060124219314034,53.078189445090864,41.37011739702655,171.8494271685766,-0.05539210841738927,0.03090325814451865
0,45.75630225691439,51.16405595612139,43.32769263086012,67.80626780626866,-0.06311792295351894,0.024076511591365604
1,50.30741861289377,60.94490608521287,45.435850574988585,58.818511409683374,-0.06913705085136033,0.02939824568233483
0,54.05155621463916,60.1441772722648,46.22141752857642,34.464404524285655,-0.07648661227194405,0.028290243446423793
1,43.67055361507326,52.372300795013494,46.904060297106014,-43.27956989247211,-0.08355917313354999,0.019159824787566948
0,47.39952514912187,52.79951161498361,47.321824437004864,25.454545454545368,-0.08834912933044173,0.02049651400882649
0,36.48866373980734,48.81646291863321,48.768834285319194,-69.38325991189296,-0.09347325783264836,0.016090874339540803
1,36.48866373980734,50.1275938084358,50.16825239937346,-120.20202020202028,-0.09749597641753356,0.022312068945440536
1,41.645281865381186,51.20272089813941,49.70222195009444,-53.20216049382744,-0.10307399365389369,0.0317897251391247
0,38.97595302239868,47.56120673562522,49.57237565601464,-56.00000000000033,-0.11102142493867487,0.036587739507833034
1,44.66786041027607,44.97085476324054,49.43254118546717,70.98082595870312,-0.12016835981563312,0.04585209039999705
1,47.53260211375931,51.375753649944244,50.45092968479588,102.21962616822361,-0.13163138241563238,0.04938230608726829
1,45.079584218093956,44.06695841486679,51.95949212793482,121.39240506329253,-0.14397695893744944,0.04872635925979785
0,42.587078555453104,48.94697794627594,53.79975292422008,87.57736516357251,-0.1561585487523989,0.048753286176969085
1,45.12249619445166,50.5854898981659,54.97976355712017,91.2373403786879,-0.16834687029664117,0.05004464180550769
1,42.748756098670086,47.83097982176275,56.045379366485626,51.15020297699568,-0.1808580307480181,0.046295343629803476
1,40.35299921415481,45.28514251041052,56.79019687601838,42.81345565749439,-0.19243186665546896,0.04212674233858915
0,40.352999214154806,45.229764381857294,57.73952369712117,50.87032201914518,-0.20296355224011625,0.03780615534336812
1,27.22344617162485,41.98403712267983,58.90830492176847,-89.36170212765977,-0.2124150910759583,0.030703082950312266
1,30.55423233842052,51.23425446737918,59.421761659605636,-103.50194552529241,-0.22009086181353638,0.0351649609284696
0,26.371756791644618,49.16647977876661,58.52084160088941,-128.74704491725836,-0.2288821020456538,0.03439848205143786
0,27.5263051485037,55.157143730453406,57.70721611829224,-141.96332254584743,-0.23748172255851324,0.03770055737398964
0,26.530732777105364,52.63223801375997,56.95378347441905,-206.28683693516894,-0.24690686190201067,0.04021546507726853
0,27.225293655641902,56.34102959934902,56.14239447332485,-252.51989389920274,-0.2569607281713278,0.045473965097793834
1,30.569363149869748,59.03615991856154,55.345084790939744,-145.83333333333746,-0.26832921944577626,0.05176163273212664
0,28.763827358690406,58.126817283967405,54.81680449005025,-163.63636363636653,-0.2812696276288079,0.05220350000306373
1,30.61181634003576,64.72683018166148,54.38374049579168,-55.124056094928136,-0.2943205026295739,0.054669926459677054
1,30.61181634003575,63.08306853603447,54.00801700479433,-37.333333333333776,-0.30798798424449314,0.05322272031343933
0,27.394119525296425,60.77886224029074,53.69254423850629,-76.61111111111096,-0.321293664322853,0.05094223912473739
0,28.95249053029094,66.88923641807875,53.352804336349934,-61.71074577078985,-0.33402922410403735,0.05178930107339019
0,24.990194987031074,59.131058940388805,52.986930595566164,-102.06451612903176,-0.3469765493723849,0.0485769788977522
0,26.943622715948916,67.52464187408097,52.3093749234438,-63.2728494623662,-0.35912079409682296,0.049526903727861726
1,27.5142233288859,65.31576926895465,51.644726392241,-53.78908320084768,-0.37150252002878836,0.04499651794552395
1,24.546659781201694,61.053117824519745,50.99196382065356,-66.62300807683904,-0.3827516495151694,0.03737245760140506
0,23.82267695650252,63.669179035281985,50.41331059700192,-75.36820721178262,-0.39209476391552067,0.03172294340957327
1,23.822676956502516,63.172775441323815,49.674310898799845,-89.77935207733758,-0.40002549976791396,0.026777587066212083
1,23.82267695650252,58.479105928113206,48.7689161306115,-90.06908462867005,-0.406719896534467,0.022466468524027283
0,24.577945346324846,55.36490653199315,47.97597669553617,-108.62329803328336,-0.4123365136654738,0.01962518688657805
0,25.132863979417174,50.83877976808361,47.12204191930119,-101.9202363367801,-0.4172428103871183,0.015375566660541407
